trialCode,trialAcronym,trialTitle,trialUrl,trialPhase,trialStatus,trialCompletionDate
NCT00067938,,Bipolar Study in Adults at Least 18 Years of Age,https://www.clinicaltrials.gov/ct2/show/NCT00067938,Phase 4,Completed,8/1/2004
NCT00070993,,Creatine for the Treatment of Amyotrophic Lateral Sclerosis,https://www.clinicaltrials.gov/ct2/show/NCT00070993,Phase 2,Completed,5/1/2006
NCT00073372,,A Study of Effectiveness and Safety of Abciximab in Patients With Acute Ischemic Stroke (AbESTT-II),https://www.clinicaltrials.gov/ct2/show/NCT00073372,Phase 3,Terminated,12/1/2005
NCT00073619,,Preventing Anxiety Disorders in Urban Youth,https://www.clinicaltrials.gov/ct2/show/NCT00073619,Not Applicable,Completed,7/1/2011
NCT00074373,,The Research Registry for Neonatal Lupus,https://www.clinicaltrials.gov/ct2/show/NCT00074373,,Recruiting,12/31/2030
NCT00074620,,A Clinical Study to Assess the Safety of PEG-Hirudin (SPP200) Compared to Heparin in Patients Who Are on Haemodialysis,https://www.clinicaltrials.gov/ct2/show/NCT00074620,Phase 2,Completed,1/1/2006
NCT00075556,,Neoadjuvant Radiation Therapy and Capecitabine in Treating Patients With Stage III or Stage IV Colorectal Adenocarcinoma,https://www.clinicaltrials.gov/ct2/show/NCT00075556,Phase 2,Unknown status,
NCT00077259,,Epothilone D as Second-Line Treatment for Patients With Advanced or Metastatic Refractory Colorectal Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00077259,Phase 2,Completed,
NCT00097812,,Switching Osteoporosis Patients Currently on Oral Bisphosphonate to Zoledronic Acid,https://www.clinicaltrials.gov/ct2/show/NCT00097812,Phase 3,Completed,12/1/2005
NCT00101348,,"Erlotinib and Cetuximab With or Without Bevacizumab in Treating Patients With Metastatic or Unresectable Kidney, Colorectal, Head and Neck, Pancreatic, or Non-Small Cell Lung Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00101348,Phase 1|Phase 2,Completed,5/1/2008
NCT00105846,,An Evaluation of Home-Based Telemedicine Services,https://www.clinicaltrials.gov/ct2/show/NCT00105846,Phase 2,Completed,6/1/2004
NCT00107952,ATTAIN1,Comparison of Telavancin and Vancomycin for Hospital-acquired Pneumonia Due to Methicillin-resistant Staphylococcus Aureus,https://www.clinicaltrials.gov/ct2/show/NCT00107952,Phase 3,Completed,7/1/2007
NCT00109889,,S0340 MRI and Fludeoxyglucose F18 PET in Diagnosing Solitary Plasmacytoma,https://www.clinicaltrials.gov/ct2/show/NCT00109889,Phase 2,Terminated,4/1/2007
NCT00114010,,Experimental Vaccine for Malaria,https://www.clinicaltrials.gov/ct2/show/NCT00114010,Phase 1,Completed,12/22/2006
NCT00116857,,Omega-3 Fatty Acids to Improve Depression and Reduce Cardiovascular Risk Factors,https://www.clinicaltrials.gov/ct2/show/NCT00116857,Phase 3,Completed,11/1/2009
NCT00117962,,"Pemetrexed Disodium, Carboplatin, and Radiation Therapy With or Without Cetuximab in Treating Patients With Stage III Non-Small Cell Lung Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00117962,Phase 2,Completed,9/1/2012
NCT00119015,,The Addition of Montelukast to Fluticasone in the Treatment of Perennial Allergic Rhinitis,https://www.clinicaltrials.gov/ct2/show/NCT00119015,Phase 4,Terminated,1/1/2009
NCT00119704,,Treatment of Tennis Elbow With Botulinum Toxin,https://www.clinicaltrials.gov/ct2/show/NCT00119704,Phase 3,Completed,3/1/2005
NCT00121212,,Positron Emission Tomography in Prostate Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00121212,Not Applicable,Completed,10/1/2015
NCT00127790,,Treatment of Insomnia Secondary to Chronic Pain,https://www.clinicaltrials.gov/ct2/show/NCT00127790,Not Applicable,Completed,11/1/2008
NCT00130520,,Bevacizumab and Erlotinib Study in Advanced Ovarian Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00130520,Phase 2,Completed,5/1/2010
NCT00131768,,A Study of the Safety and Efficacy of Synvisc in Patients With Symptomatic Ankle Osteoarthritis,https://www.clinicaltrials.gov/ct2/show/NCT00131768,Phase 3,Completed,2/1/2006
NCT00133718,,A 2 Year Trial of Patients With Type 2 Diabetes Focusing on Cardiovascular Diagnostics and Metabolic Control,https://www.clinicaltrials.gov/ct2/show/NCT00133718,Phase 4,Completed,5/29/2012
NCT00142207,,Preventing Malaria During Pregnancy in Epidemic-prone Areas.,https://www.clinicaltrials.gov/ct2/show/NCT00142207,Phase 3,Completed,1/1/2007
NCT00145561,,The Pharmacokinetic Study of Saquinavir New Tablet Formulation in HIV-infected Pregnant Women.,https://www.clinicaltrials.gov/ct2/show/NCT00145561,Phase 1|Phase 2,Completed,2/1/2008
NCT00146133,,Weight Loss and Exercise in Physically Limited Obese Elderly Subjects,https://www.clinicaltrials.gov/ct2/show/NCT00146133,Phase 3,Completed,12/1/2004
NCT00149006,,Cell Therapy of Cancer With Allogeneic Blood Lymphocytes Activated With Recombinant Interleukin-2 (rIL-2) for Metastatic Solid Tumors,https://www.clinicaltrials.gov/ct2/show/NCT00149006,Phase 2,Unknown status,
NCT00151359,,Clinical Trials Stage of 'SoleSensor': A Balance-Enhancing Shoe Insert.,https://www.clinicaltrials.gov/ct2/show/NCT00151359,,Completed,
NCT00152230,,A Randomized Controlled Study of Postoperative Adjuvant Chemotherapy of Uracil- Tegafur (UFT) Compared With Surgery Alone (NSAS-CC),https://www.clinicaltrials.gov/ct2/show/NCT00152230,Phase 3,Completed,2/1/2008
NCT00156065,,Long-Term Efficacy and Safety of Asenapine Using Haloperidol as a Positive Control (41513)(COMPLETED)(P05785),https://www.clinicaltrials.gov/ct2/show/NCT00156065,Phase 3,Completed,10/1/2007
NCT00157989,,Pilot Study to Assess Safety and Feasibility of Resuscitation of Preterm Infants With Controlled Volume of Air/Oxygen,https://www.clinicaltrials.gov/ct2/show/NCT00157989,Phase 3,Terminated,8/1/2006
NCT00159315,,"ATP/AMP Challenge in Healthy Non-smokers, Smokers, Patients With Asthma, and Patients With Chronic Obstructive Pulmonary Disease (COPD)",https://www.clinicaltrials.gov/ct2/show/NCT00159315,Not Applicable,Withdrawn,
NCT00159341,,Cigarette Smoke Nasal and Whole Blood Challenge in Patients With Chronic Obstructive Pulmonary Disease (COPD),https://www.clinicaltrials.gov/ct2/show/NCT00159341,Phase 1,Completed,12/1/2006
NCT00163293,POPCICLE,Efficacy of Ciclesonide Inhaled Once Daily Versus Other Corticosteroids Used for Treatment of Mild Asthma in Children (4 to 11 Years) (BY9010/CA-101),https://www.clinicaltrials.gov/ct2/show/NCT00163293,Phase 3,Completed,4/1/2010
NCT00163397,,Efficacy of Ciclesonide Versus Budesonide in Patients With Asthma (18 to 75 y) (BY9010/M1-137),https://www.clinicaltrials.gov/ct2/show/NCT00163397,Phase 3,Completed,7/1/2005
NCT00163761,,Efficacy Study of Outpatient Therapy for Lymphoma,https://www.clinicaltrials.gov/ct2/show/NCT00163761,Phase 2,Completed,2/1/2008
NCT00164203,,The Feelings Club: Evaluating a School-based Intervention for Children at Risk for Depression and Anxiety Disorders,https://www.clinicaltrials.gov/ct2/show/NCT00164203,Not Applicable,Completed,8/1/2011
NCT00170677,,Topotecan Weekly Versus Topotecan Day 1-5 in Patient With Platin-resistant Ovarian Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00170677,Phase 2,Completed,1/1/2013
NCT00172133,OLES,Open Label Extension Study of PREOS,https://www.clinicaltrials.gov/ct2/show/NCT00172133,Phase 3,Completed,4/13/2005
NCT00174642,OSIRIS,Opposing Step-by-step Insulin Reinforcement to Intensified Strategy,https://www.clinicaltrials.gov/ct2/show/NCT00174642,Phase 3,Completed,
NCT00175370,,Vancomycin Study: Treatment of Catheter Related Bloodstream Infection Caused by Coagulase Negative Staphylococcus,https://www.clinicaltrials.gov/ct2/show/NCT00175370,Not Applicable,Completed,12/1/2007
NCT00176865,,Stem Cell Transplant for Immunologic or Histiocytic Disorders,https://www.clinicaltrials.gov/ct2/show/NCT00176865,Phase 2,Completed,8/1/2014
NCT00178087,,Determining Changes in Brain Structure Associated With Symptoms of Late-life Depression,https://www.clinicaltrials.gov/ct2/show/NCT00178087,,Completed,8/1/2011
NCT00178802,,"Chemotherapy With Whole Body Hyperthermia to Treat Resistant Breast, Endometrial, Cervical and Ovarian Cancers",https://www.clinicaltrials.gov/ct2/show/NCT00178802,Phase 2,Unknown status,12/1/2010
NCT00181610,,Recombinant Human Prolactin for Lactation Induction,https://www.clinicaltrials.gov/ct2/show/NCT00181610,Phase 2,Completed,9/1/2010
NCT00183482,,Family Cognitive Behavioral Therapy for Preventing Depression in Children,https://www.clinicaltrials.gov/ct2/show/NCT00183482,Not Applicable,"Active, not recruiting",12/31/2022
NCT00184977,,COPD on Primary Care Treatment (COOPT),https://www.clinicaltrials.gov/ct2/show/NCT00184977,Phase 4,Completed,1/1/2003
NCT00185016,,Women Abuse and the Role of the Family Doctor.,https://www.clinicaltrials.gov/ct2/show/NCT00185016,Not Applicable,Terminated,11/1/2004
NCT00185367,,Comparative Cycle Control Europe,https://www.clinicaltrials.gov/ct2/show/NCT00185367,Phase 3,Completed,9/1/2006
NCT00185549,,An Interactive Program to Improve Care for Children With CF,https://www.clinicaltrials.gov/ct2/show/NCT00185549,Not Applicable,Completed,9/1/2005
NCT00186745,,Use of Low Molecular Weight Heparin (Tinzaparin) to Treat Blood Clots in Patients With Kidney Failure,https://www.clinicaltrials.gov/ct2/show/NCT00186745,Not Applicable,Terminated,2/1/2016
NCT00190086,,Syndrome X and Endothelial Dysfunction,https://www.clinicaltrials.gov/ct2/show/NCT00190086,,Terminated,12/1/2001
NCT00190632,,To Evaluate the Safety in Patients Taking Duloxetine for Stress Urinary Incontinence,https://www.clinicaltrials.gov/ct2/show/NCT00190632,Phase 3,Completed,4/1/2006
NCT00193570,,Topotecan in Combination With Docetaxel in Refractory and/or Advanced Solid Tumors,https://www.clinicaltrials.gov/ct2/show/NCT00193570,Phase 1,Completed,1/1/2009
NCT00194428,,"Weight and Metabolic Effects of an Almond Enriched Hypocaloric, Low Fat Diet on Overweight and Obese Persons",https://www.clinicaltrials.gov/ct2/show/NCT00194428,Phase 1|Phase 2,Completed,10/1/2009
NCT00197210,,A Study to Test 2 Doses of GSK Biologicals' Oral Live Attenuated Human Rotavirus (HRV) Vaccine in Healthy Infants,https://www.clinicaltrials.gov/ct2/show/NCT00197210,Phase 3,Completed,7/1/2007
NCT00198796,,"Dose-finding Study of WS6788A, DS37-4 and H10407 Enterotoxigenic Escherichia Coli (ETEC) Challenge Strains",https://www.clinicaltrials.gov/ct2/show/NCT00198796,Phase 1,Completed,5/30/2007
NCT00201435,,Weekly Taxol Plus Xeloda® vs Taxotere q3wk Plus Xeloda® in the Treatment of Metastatic BC,https://www.clinicaltrials.gov/ct2/show/NCT00201435,Phase 2|Phase 3,Completed,5/1/2008
NCT00204334,,Effects of Anemia Correction on Vascular and Monocyte Function in Renal Transplant Recipients,https://www.clinicaltrials.gov/ct2/show/NCT00204334,Phase 4,Completed,1/1/2010
NCT00204399,,Examining Physician Counseling to Promote Adoption of Physical Activity: A Controlled Trial,https://www.clinicaltrials.gov/ct2/show/NCT00204399,Phase 1,Completed,12/1/2004
NCT00206154,,"A Comparison of Symbicort® pMDI 2 x 160/4.5 μg Bid and Symbicort® pMDI 2 x 80/4.5 μg Bid With Formoterol Turbuhaler®, Budesonide pMDI, the Combination of Formoterol Turbuhaler® and Budesonide pMDI, and Placebo in COPD Patients",https://www.clinicaltrials.gov/ct2/show/NCT00206154,Phase 3,Completed,12/1/2006
NCT00208637,,He Purongo Mo Nga Kai Hei Arai i Te Matehuka - Dietary Diabetes Prevention Study for Maori,https://www.clinicaltrials.gov/ct2/show/NCT00208637,Not Applicable,Completed,12/1/2004
NCT00209131,,Efficacy of Flomax to Improve Stone Passage Following Shock Wave Lithotripsy,https://www.clinicaltrials.gov/ct2/show/NCT00209131,Not Applicable,Terminated,2/1/2009
NCT00217373,,"Vaccine Therapy, GM-CSF, and Interferon Alfa-2b in Treating Patients With Locally Advanced or Metastatic Cancer That Expresses Carcinoembryonic Antigen (CEA)",https://www.clinicaltrials.gov/ct2/show/NCT00217373,Phase 1,Completed,3/1/2015
NCT00218270,,Effectiveness of Using Tobacco Free Snuff in Reducing Negative Effects of Smokeless Tobacco Use,https://www.clinicaltrials.gov/ct2/show/NCT00218270,Phase 2,Completed,5/1/2005
NCT00222209,,"Clinical Study on Implicit Learning, Comorbidity and Stress Vulnerability in Chronic Functional Pain",https://www.clinicaltrials.gov/ct2/show/NCT00222209,Not Applicable,Unknown status,11/1/2007
NCT00223223,,Levetiracetam for Neuroprotection Against Corticosteroid-induced Hippocampal Dysfunction: A Proof of Concept Study,https://www.clinicaltrials.gov/ct2/show/NCT00223223,Phase 4,Completed,11/1/2005
NCT00233103,,Treatment of Post-Traumatic Brain Injury (TBI) Depression,https://www.clinicaltrials.gov/ct2/show/NCT00233103,Phase 2,Completed,9/1/2008
NCT00240838,,An Effectiveness and Safety Study Comparing Acetaminophen (3900 mg/Day) to Ibuprofen (1200 mg/Day) in the Treatment of Post-Race Muscle Soreness.,https://www.clinicaltrials.gov/ct2/show/NCT00240838,Phase 4,Completed,6/1/2003
NCT00242255,,Epigenetics in the Aging Process,https://www.clinicaltrials.gov/ct2/show/NCT00242255,,Completed,2/5/2021
NCT00244010,,Partially Matched Stem Cell Transplantation for Patients With Refractory Severe Aplastic Anemia or Refractory Cytopenias,https://www.clinicaltrials.gov/ct2/show/NCT00244010,Not Applicable,Completed,2/1/2009
NCT00245232,,Cognitive Processing Therapy Versus Its Individual Components in the Treatment of Post-Traumatic Stress Disorder and Depression in Women Who Have Been Sexually Abused,https://www.clinicaltrials.gov/ct2/show/NCT00245232,Not Applicable,Completed,4/1/2005
NCT00250081,UECP,"Comparison of Tendon Transfer, Botox Injections and Ongoing Treatment in Hemiplegic Cerebral Palsy",https://www.clinicaltrials.gov/ct2/show/NCT00250081,Not Applicable,Terminated,5/1/2013
NCT00250172,,PET Whole Body Biodistribution and Test Retest Bain Imaging Studies Using a Phosphodiesterase 4 Inhibitor (R)-[11C]Rolipram,https://www.clinicaltrials.gov/ct2/show/NCT00250172,Phase 1,Completed,2/5/2009
NCT00250406,,Assessment of Drug-eluting Ureteral Stent on Bacterial Adherence and Biofilm Formation,https://www.clinicaltrials.gov/ct2/show/NCT00250406,Phase 2,Completed,3/1/2009
NCT00250419,,V930 First in Man (FIM) Study (V930-002)(COMPLETED),https://www.clinicaltrials.gov/ct2/show/NCT00250419,Phase 1,Completed,9/1/2008
NCT00253513,,"Treosulfan and Fludarabine in Treating Younger Patients Who Are Undergoing a Donor Stem Cell Transplant for Acute Myeloid Leukemia, Acute Lymphoblastic Leukemia, or Myelodysplastic Syndrome",https://www.clinicaltrials.gov/ct2/show/NCT00253513,Phase 1|Phase 2,Completed,10/1/2009
NCT00254956,,Effects Of Ciclesonide And Beclomethasone On Lens Opacification In Adult Subjects With Moderate To Severe Persistent Asthma,https://www.clinicaltrials.gov/ct2/show/NCT00254956,Phase 3,Completed,6/1/2005
NCT00259519,,Safety and Efficacy Study of Intentional Delivery in Women With Preterm and Prelabour Rupture of the Membranes,https://www.clinicaltrials.gov/ct2/show/NCT00259519,Not Applicable,Terminated,3/1/2020
NCT00264355,,Metabolic Pattern of Cyclosporine A and Acute Renal Failure,https://www.clinicaltrials.gov/ct2/show/NCT00264355,Phase 4,Completed,6/1/2007
NCT00265382,,Safety And Tolerability Of Ziprasidone In Adolescents With Schizophrenia,https://www.clinicaltrials.gov/ct2/show/NCT00265382,Phase 3,Terminated,6/1/2009
NCT00270049,,Epoetin Alfa for the Treatment of Anemia Resulting From Chronic Lymphocytic Leukemia,https://www.clinicaltrials.gov/ct2/show/NCT00270049,Phase 2,Completed,1/1/1994
NCT00273468,,To Study the Safety and Effectiveness of a Granisetron Patch to Treat Chemotherapy-Induced Nausea and Vomiting (CINV),https://www.clinicaltrials.gov/ct2/show/NCT00273468,Phase 3,Completed,10/1/2006
NCT00274716,,Safety and Efficacy of MK0736 & MK0916 in Patients With Hypertension (High Blood Pressure)(0736-003)(COMPLETED),https://www.clinicaltrials.gov/ct2/show/NCT00274716,Phase 2,Completed,1/1/2007
NCT00277667,,Study of Quetiapine Monotherapy in Ambulatory Bipolar Spectrum Disorder With Moderate-to-Severe Hypomanic Symptoms or Mild Manic Symptoms,https://www.clinicaltrials.gov/ct2/show/NCT00277667,Phase 3,Completed,12/1/2007
NCT00278460,,Gemcitabine and Docetaxel in Treating Patients With Recurrent Stage III or Stage IV Non-Small Cell Lung Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00278460,Phase 2,Completed,9/1/2007
NCT00284323,,Salvage: Postconditioning With Adenosine for STEMI,https://www.clinicaltrials.gov/ct2/show/NCT00284323,Phase 2,Unknown status,
NCT00285402,,Efficacy and Safety Clinical Trial of Intranasal AST-726 for the Prevention of Migraine,https://www.clinicaltrials.gov/ct2/show/NCT00285402,Phase 2,Unknown status,6/1/2008
NCT00285961,,Evaluation of Cork Splint Materials Instead of Plaster Splint for Children,https://www.clinicaltrials.gov/ct2/show/NCT00285961,Not Applicable,Completed,4/1/2004
NCT00286429,,Efficacy and Safety Study of Alogliptin and Insulin in the Treatment of Type 2 Diabetes.,https://www.clinicaltrials.gov/ct2/show/NCT00286429,Phase 3,Completed,5/1/2007
NCT00287599,,Rapid Identification of Key Pathogens in Wound Infection by Molecular Means,https://www.clinicaltrials.gov/ct2/show/NCT00287599,,Completed,8/1/2011
NCT00288561,,Study of Ranibizumab Administered in Conjunction With Photodynamic Therapy With Verteporfin in Patients With Subfoveal Choroidal Neovascularization and Age-Related Macular Degeneration,https://www.clinicaltrials.gov/ct2/show/NCT00288561,Phase 2,Completed,7/1/2007
NCT00289354,,Efficacy and Safety Study of Chromium Picolinate + Biotin on Glucose and Cholesterol Control in T2DM,https://www.clinicaltrials.gov/ct2/show/NCT00289354,Not Applicable,Completed,11/1/2005
NCT00290875,,Implementation of the Canadian C-Spine Rule,https://www.clinicaltrials.gov/ct2/show/NCT00290875,Phase 3,Completed,1/1/2008
NCT00297505,,"Serotonin, Impulsivity, and Cocaine Dependence Treatment",https://www.clinicaltrials.gov/ct2/show/NCT00297505,Phase 2,Completed,11/1/2004
NCT00298194,,The Effects of Z-338 in Subjects With and Without Functional Dyspepsia,https://www.clinicaltrials.gov/ct2/show/NCT00298194,Phase 2,Completed,
NCT00303563,,A Study of P38 Inhibitor (4) Monotherapy in Patients With Active Rheumatoid Arthritis,https://www.clinicaltrials.gov/ct2/show/NCT00303563,Phase 2,Completed,12/1/2007
NCT00305630,,"Neovascular Age Related Macular Degeneration (AMD), Periocular Corticosteroids, and Photodynamic Therapy (PDT)",https://www.clinicaltrials.gov/ct2/show/NCT00305630,Phase 2|Phase 3,Completed,11/1/2005
NCT00312455,,Effects of Fatty Acid Supplementation on Substance Dependent Individuals,https://www.clinicaltrials.gov/ct2/show/NCT00312455,Phase 2,Completed,7/1/2005
NCT00324025,,Efficacy and Safety of Mycograb as Adjunctive Therapy for Cryptococcal Meningitis in Patients With AIDS,https://www.clinicaltrials.gov/ct2/show/NCT00324025,Phase 2,Terminated,9/1/2007
NCT00327873,,Palliative Oxygen for the Relief of Breathlessness,https://www.clinicaltrials.gov/ct2/show/NCT00327873,Not Applicable,Completed,3/1/2008
NCT00330915,,A Study of Pemetrexed and Folic Acid Given Before Surgery (Neoadjuvant Treatment) to Patients With Rectal Cancer.,https://www.clinicaltrials.gov/ct2/show/NCT00330915,Phase 2,Completed,6/1/2008
NCT00332384,,Safety and Efficacy Study of Brimonidine/Timolol Fixed Combination in Patients With Glaucoma or Ocular Hypertension,https://www.clinicaltrials.gov/ct2/show/NCT00332384,Phase 3,Completed,11/1/2001
NCT00334529,,Alternative Oseltamivir Dosing Strategies,https://www.clinicaltrials.gov/ct2/show/NCT00334529,Phase 2,Completed,4/10/2007
NCT00338325,,Reading Preoperatively to Reduce Anxiety in Day Surgery,https://www.clinicaltrials.gov/ct2/show/NCT00338325,Phase 2,Completed,4/1/2006
NCT00615407,AIM Asthma,A Pilot Evaluation of the Impact of Alcohol Use on Airway Inflammation and Mechanics in Asthmatics,https://www.clinicaltrials.gov/ct2/show/NCT00615407,,Withdrawn,
NCT00617747,,Efficacy and Tolerability of Zolmitriptan Nasal Spray,https://www.clinicaltrials.gov/ct2/show/NCT00617747,Phase 3,Completed,6/1/2003
NCT00624455,,How Does Gabapentin Affects Post-operative Tonsillectomy Pain?,https://www.clinicaltrials.gov/ct2/show/NCT00624455,Phase 3,Completed,8/1/2009
NCT00631943,,A Study to Evaluate the Efficacy and Safety of Pregabalin (Lyrica) for the Treatment of Nerve Pain,https://www.clinicaltrials.gov/ct2/show/NCT00631943,Phase 3,Completed,3/1/2005
NCT00634517,,"4-Week Study of Efficacy, Safety and PK of Albuterol-HFA Versus Proventil-HFA in Pediatric Asthma",https://www.clinicaltrials.gov/ct2/show/NCT00634517,Phase 3,Terminated,12/1/2008
NCT00637533,,"A Pilot Clinical Trial of Sympathetic Blockade With Botulinum Toxin Type A to Treat Complex Regional Pain Syndrome (CRPS): a Randomized, Double-Blind, Controlled, Crossover Trial.",https://www.clinicaltrials.gov/ct2/show/NCT00637533,Not Applicable,Completed,5/1/2007
NCT00638469,,UVB-311nm After Initial Slow Response to Adalimumab in Psoriasis,https://www.clinicaltrials.gov/ct2/show/NCT00638469,Not Applicable,Unknown status,12/1/2014
NCT00641615,,Peptide Vaccine and S-1/CPT-11 Therapy for Patients With Unresectable Advanced Colorectal Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00641615,Phase 1,Completed,7/1/2011
NCT00647764,,Safety Study Of SNX-5422 To Treat Solid Tumor Cancers And Lymphomas,https://www.clinicaltrials.gov/ct2/show/NCT00647764,Phase 1,Completed,9/1/2010
NCT00651885,,Safety Study of UT-15C SR (Oral Treprostinil) in Patients Undergoing a Lower Limb Endovascular Procedure,https://www.clinicaltrials.gov/ct2/show/NCT00651885,Phase 2,Completed,12/1/2010
NCT00655421,,"Oral Cancer Screening in Mumbai, India by Primary Health Care Workers",https://www.clinicaltrials.gov/ct2/show/NCT00655421,Phase 3,Unknown status,9/1/2009
NCT00659945,,Aprepitant for PONV Prophylaxis in Outpatient Plastic Surgery,https://www.clinicaltrials.gov/ct2/show/NCT00659945,Phase 4,Completed,6/1/2010
NCT00661609,,A Phase II Study of AZD4877 (a Novel Anti-mitotic Agent) in Advanced Bladder Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00661609,Phase 2,Completed,12/1/2009
NCT00663234,,IMPAACT P1063: Safety and Effectiveness of Atorvastatin in HIV Infected Children and Adolescents With Hyperlipidemia,https://www.clinicaltrials.gov/ct2/show/NCT00663234,Phase 1|Phase 2,Terminated,12/1/2014
NCT00665912,,Platelet-Rich and Concentrated Platelet-Poor Plasma to Reduce Air Leak Post-Lobectomy: A Randomized Controlled Trial,https://www.clinicaltrials.gov/ct2/show/NCT00665912,Not Applicable,Completed,11/1/2010
NCT00666978,,Health Education Counseling With or Without Bupropion in Helping African Americans Stop Smoking,https://www.clinicaltrials.gov/ct2/show/NCT00666978,Phase 4,Completed,6/1/2010
NCT00667719,,A Long Term Safety Study to Test the Combination of Aliskiren/ Amlodipine / Hydrochlorothiazide in Participants With Essential Hypertension,https://www.clinicaltrials.gov/ct2/show/NCT00667719,Phase 3,Completed,10/5/2009
NCT00669383,,Rescue Antenatal Steroids and Pulmonary Function Tests in Preterm Infants,https://www.clinicaltrials.gov/ct2/show/NCT00669383,Not Applicable,Completed,11/1/2009
NCT00671827,,Evaluation of Robot-Assisted Surgery in Gynecologic Oncology,https://www.clinicaltrials.gov/ct2/show/NCT00671827,,Completed,12/17/2020
NCT00675857,,A Phase IIa Proof-of-concept Study of NC-503 in Patients With Type II Diabetes,https://www.clinicaltrials.gov/ct2/show/NCT00675857,Phase 2,Completed,5/1/2010
NCT00680095,,Cumulative Irritation Test,https://www.clinicaltrials.gov/ct2/show/NCT00680095,Phase 1,Completed,2/19/2007
NCT00686725,,Standard Temodal (Temozolomide) Regimen Versus Standard Regimen Plus Early Postsurgery Temodal for Newly Diagnosed Glioblastoma Multiforme (Study P05572),https://www.clinicaltrials.gov/ct2/show/NCT00686725,Phase 4,Completed,9/28/2011
NCT00686777,,Pegylated Interferon (PEG-IFN) Alfa-2b and Low Dose Ribavirin for the Treatment of Chronic Hepatitis C Patients With Genotype 1 High Viral Load and Low Body Weight (Study P05172)(COMPLETED),https://www.clinicaltrials.gov/ct2/show/NCT00686777,Phase 4,Completed,12/1/2010
NCT00687869,PaReSiS,Participative Rehabilitation in Stroke Patients,https://www.clinicaltrials.gov/ct2/show/NCT00687869,Phase 3,Completed,3/1/2012
NCT00690001,,The Detection of Drug-Resistant HIV-1 in Taiwan,https://www.clinicaltrials.gov/ct2/show/NCT00690001,,Unknown status,
NCT00691665,,Comparison of Olopatadine 0.6% and Fluticasone Proprionate 50mcg Nasal Sprays in a Two Week Seasonal Allergic Rhinitis Trial,https://www.clinicaltrials.gov/ct2/show/NCT00691665,Phase 4,Completed,
NCT00692263,,The Effect of Escitalopram on the Pharmacokinetics and Pharmacodynamics of Tramadol in Healthy Subjects,https://www.clinicaltrials.gov/ct2/show/NCT00692263,Phase 4,Completed,8/1/2008
NCT00697866,,Consistency of 3 Consecutive Lots of a Novel HBV Vaccine With Single-blind Safety Evaluation Using Engerix™-B as Control,https://www.clinicaltrials.gov/ct2/show/NCT00697866,Phase 3,Completed,
NCT00706745,,Conjugated Linoleic Acid and Atherosclerosis,https://www.clinicaltrials.gov/ct2/show/NCT00706745,Phase 3,Completed,12/1/2008
NCT00708734,,Exercise Intervention to Reduce Postural Instability in Osteoarthritis,https://www.clinicaltrials.gov/ct2/show/NCT00708734,Not Applicable,Completed,11/1/2009
NCT00709163,,Nesiritide - Dilated Cardiomyopathy,https://www.clinicaltrials.gov/ct2/show/NCT00709163,Not Applicable,Completed,11/1/2005
NCT00709826,,APRiCOT-P: Study of Apricoxib With Gemcitabine and Erlotinib to Treat Advanced Pancreatic Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00709826,Phase 2,Completed,5/1/2011
NCT00712036,,Entry Into Comprehensive Methadone Treatment Via Interim Maintenance,https://www.clinicaltrials.gov/ct2/show/NCT00712036,Not Applicable,Completed,1/1/2011
NCT00713544,ESCAPE,A Proof of Concept and Dose Ranging Study in Patients With Rheumatoid Arthritis,https://www.clinicaltrials.gov/ct2/show/NCT00713544,Phase 2,Completed,4/1/2009
NCT00714428,TBIQOL,Development of Quality of Life Tool for TBI,https://www.clinicaltrials.gov/ct2/show/NCT00714428,,Completed,9/1/2012
NCT00720486,,Effectiveness of Anger Management Treatment in Reducing Anger-Related Behaviors in Female Juvenile Offenders,https://www.clinicaltrials.gov/ct2/show/NCT00720486,Not Applicable,Completed,2/1/2012
NCT00722163,PSTEP,A Randomized Controlled Trial of Individual Therapy for First Episode Psychosis,https://www.clinicaltrials.gov/ct2/show/NCT00722163,Early Phase 1,Unknown status,3/1/2013
NCT00725413,,A Study to Investigate the Contraceptive Efficacy and Safety of a Subdermal Etonogestrel Implant (Implanon®)(P06473)(COMPLETED),https://www.clinicaltrials.gov/ct2/show/NCT00725413,Phase 4,Completed,11/1/2005
NCT00726570,TEGLeg,Alterations of Blood Clotting With the Use of Sequential Compression Devices on the Lower Limbs,https://www.clinicaltrials.gov/ct2/show/NCT00726570,Not Applicable,Terminated,11/1/2010
NCT00727337,LACE,Supplementing Hearing Aids With Computerized Auditory Training,https://www.clinicaltrials.gov/ct2/show/NCT00727337,Not Applicable,Completed,12/1/2011
